auctionid,bid,bidtime,bidder,bidderrate,openbid,price
8212590929,100,4.659606,pauls4120,1,70,152.5
8212590929,71,4.787627,lopezjacinto,9,70,152.5
8212590929,75,4.787743,lopezjacinto,9,70,152.5
8212590929,78,4.78787,lopezjacinto,9,70,152.5
8212590929,80,4.787998,lopezjacinto,9,70,152.5
8212590929,100,4.788125,lopezjacinto,9,70,152.5
8212590929,150,4.839838,stretch415,81,70,152.5
8212590929,152.5,4.999873,clspeak,6,70,152.5
8212752835,1,2.124062,darklordofhell98,0,0.99,71
8212752835,2,2.129884,sweetiepie1932,17,0.99,71
8212752835,20,3.232315,jay1984play,0,0.99,71
8212752835,3.5,3.324225,sweetiepie1932,17,0.99,71
8212752835,5,3.324514,sweetiepie1932,17,0.99,71
8212752835,8,3.324769,sweetiepie1932,17,0.99,71
8212752835,15,3.325023,sweetiepie1932,17,0.99,71
8212752835,16,3.328032,darklordofhell98,0,0.99,71
8212752835,17,3.330509,darklordofhell98,0,0.99,71
8212752835,18,3.33103,darklordofhell98,0,0.99,71
8212752835,19,3.332326,darklordofhell98,0,0.99,71
8212752835,71,4.035255,darklordofhell98,0,0.99,71
8212752835,30,4.551632,2005joyel,0,0.99,71
8212752835,40,4.563877,galvestontx77568,2,0.99,71
8212752835,42,4.797801,minipc1,104,0.99,71
8212752835,44,4.900521,mrkoontez,1,0.99,71
8212752835,46,4.900637,mrkoontez,1,0.99,71
8212752835,48,4.900775,mrkoontez,1,0.99,71
8212752835,50,4.900938,mrkoontez,1,0.99,71
8212752835,54,4.901053,mrkoontez,1,0.99,71
8212752835,56,4.901539,mrkoontez,1,0.99,71
8212752835,58,4.901863,mrkoontez,1,0.99,71
8212752835,61,4.979583,kimn7729,0,0.99,71
8212752835,65,4.980775,kimn7729,0,0.99,71
8212752835,70,4.981076,kimn7729,0,0.99,71
8212830525,386.87,0.577431,sybercool123,536,150,501.77
8212830525,153,0.811042,adavisa1,0,150,501.77
8212830525,160,0.811551,adavisa1,0,150,501.77
8212830525,165,1.167859,donna4108,0,150,501.77
8212830525,175,1.168252,donna4108,0,150,501.77
8212830525,180,1.212951,donna4108,0,150,501.77
8212830525,185,1.213438,donna4108,0,150,501.77
8212830525,190,1.21375,donna4108,0,150,501.77
8212830525,198,1.214051,donna4108,0,150,501.77
8212830525,203,1.518009,adavisa1,0,150,501.77
8212830525,210,1.518148,adavisa1,0,150,501.77
8212830525,216,1.527442,adavisa1,0,150,501.77
8212830525,222,1.570139,adavisa1,0,150,501.77
8212830525,228,1.570266,adavisa1,0,150,501.77
8212830525,239,1.570417,adavisa1,0,150,501.77
8212830525,245,1.57059,adavisa1,0,150,501.77
8212830525,250,1.571354,adavisa1,0,150,501.77
8212830525,260,1.571539,adavisa1,0,150,501.77
8212830525,275,1.571667,adavisa1,0,150,501.77
8212830525,285,1.571782,adavisa1,0,150,501.77
8212830525,300,1.632998,slipsafetysolution,1,150,501.77
8212830525,350,1.806597,adavisa1,0,150,501.77
8212830525,403.87,2.152581,sybercool123,536,150,501.77
8212830525,375,2.565856,adavisa1,0,150,501.77
8212830525,400,2.565972,adavisa1,0,150,501.77
8212830525,478.79,2.588576,dqmgnt,8,150,501.77
8212830525,425,4.471887,adavisa1,0,150,501.77
8212830525,435,4.858981,ruthhagerman,2,150,501.77
8212830525,445,4.859282,ruthhagerman,2,150,501.77
8212830525,455,4.859502,ruthhagerman,2,150,501.77
8212830525,500,4.859699,ruthhagerman,2,150,501.77
8212830525,501.77,4.999583,jajone13,9,150,501.77
8212869625,50,0.011204,mrpoody,8,0.99,122.5
8212869625,1.04,0.092685,mareandrich,11,0.99,122.5
8212869625,10.45,0.445093,countryfish25,31,0.99,122.5
8212869625,14.87,0.446007,countryfish25,31,0.99,122.5
8212869625,15.87,0.44684,countryfish25,31,0.99,122.5
8212869625,59.95,0.596632,skunk024,54,0.99,122.5
8212869625,110,2.691331,krrf25,72,0.99,122.5
8212869625,75,2.769537,countryfish25,31,0.99,122.5
8212869625,77.01,2.770069,countryfish25,31,0.99,122.5
8212869625,79.05,2.770451,countryfish25,31,0.99,122.5
8212869625,85,2.770891,countryfish25,31,0.99,122.5
8212869625,90,3.852963,skcardina,1,0.99,122.5
8212869625,95,3.885278,skcardina,1,0.99,122.5
8212869625,122.5,4.71985,bjm42fish,18,0.99,122.5
8212869625,115,4.919965,lizzzie1,0,0.99,122.5
8212869625,120,4.999618,205_dmsdud,1,0.99,122.5
8212889138,80,2.230602,ocap1,41,49.99,147.76
8212889138,55.55,4.669363,losiewiczp,1684,49.99,147.76
8212889138,65.65,4.669769,losiewiczp,1684,49.99,147.76
8212889138,75,4.697199,sparky661,324,49.99,147.76
8212889138,77,4.827535,daleydeedeedaschund,0,49.99,147.76
8212889138,100,4.873438,h34vymetal,37,49.99,147.76
8212889138,85,4.883287,kjbatey1981,8,49.99,147.76
8212889138,88,4.897917,graciela205,0,49.99,147.76
8212889138,90,4.89809,graciela205,0,49.99,147.76
8212889138,92,4.898218,graciela205,0,49.99,147.76
8212889138,94,4.898333,graciela205,0,49.99,147.76
8212889138,96,4.898449,graciela205,0,49.99,147.76
8212889138,98,4.898565,graciela205,0,49.99,147.76
8212889138,101,4.898681,graciela205,0,49.99,147.76
8212889138,147.76,4.960174,jardo02,12,49.99,147.76
8212889138,110,4.963102,ecmbknpdv,3,49.99,147.76
8212889138,115,4.963426,ecmbknpdv,3,49.99,147.76
8212889138,120,4.963762,ecmbknpdv,3,49.99,147.76
8212889138,125,4.963958,ecmbknpdv,3,49.99,147.76
8212889138,140.26,4.998067,sdharring5q7d,15,49.99,147.76
8212889138,145.26,4.998333,sdharring5q7d,15,49.99,147.76
8213058220,80.01,4.186042,manitoba0809,49,74.99,112.5
8213058220,90,4.877512,atdifan,10,74.99,112.5
8213058220,102,4.881736,orion5890,53,74.99,112.5
8213058220,95,4.918993,sdog153,30,74.99,112.5
8213058220,97,4.91912,sdog153,30,74.99,112.5
8213058220,100,4.919248,sdog153,30,74.99,112.5
8213058220,110,4.919514,sdog153,30,74.99,112.5
8213058220,112.5,4.990359,danandjax,80,74.99,112.5
8213063145,4.93,0.010995,cheri0142,8,0.01,106
8213063145,12.76,0.012118,blue1446,705,0.01,106
8213063145,59.99,0.123299,s-diggity,69,0.01,106
8213063145,20,0.952384,tmowr250,0,0.01,106
8213063145,35,0.952558,tmowr250,0,0.01,106
8213063145,55,2.160532,traviscooper,1,0.01,106
8213063145,60,3.665995,babykoal,4,0.01,106
8213063145,65,4.183287,traviscooper,1,0.01,106
8213063145,75,4.185451,traviscooper,1,0.01,106
8213063145,65,4.361053,duinitright2,2,0.01,106
8213063145,75,4.569039,courtney0331,95,0.01,106
8213063145,85,4.569144,courtney0331,95,0.01,106
8213063145,77,4.588588,traviscooper,1,0.01,106
8213063145,95,4.641806,courtney0331,95,0.01,106
8213063145,80,4.849155,mollikins69,15,0.01,106
8213063145,83,4.849387,mollikins69,15,0.01,106
8213063145,90,4.901887,kimconner2003,8,0.01,106
8213063145,95.5,4.938889,jst2smtu,3,0.01,106
8213063145,98,4.971609,courtney0331,95,0.01,106
8213063145,100,4.988669,atdifan,10,0.01,106
8213063145,101,4.996921,jst2smtu,3,0.01,106
8213063145,103.5,4.99735,42179odie,0,0.01,106
8213063145,106,4.997674,atdifan,10,0.01,106
8213122141,80,3.961192,metal_gear_007,6,62.55,145
8213122141,85,3.962963,metal_gear_007,6,62.55,145
8213122141,65,4.441111,wheresroger,5,62.55,145
8213122141,70,4.441343,wheresroger,5,62.55,145
8213122141,74,4.441597,wheresroger,5,62.55,145
8213122141,90,4.74338,metal_gear_007,6,62.55,145
8213122141,115,4.752245,sdough97,3,62.55,145
8213122141,92,4.753021,metal_gear_007,6,62.55,145
8213122141,100,4.77,hurricanetu,6,62.55,145
8213122141,120,4.959039,sdough97,3,62.55,145
8213122141,105,4.964155,**balancedbody4u**,296,62.55,145
8213122141,110,4.964363,**balancedbody4u**,296,62.55,145
8213122141,115,4.964479,**balancedbody4u**,296,62.55,145
8213122141,120,4.964954,**balancedbody4u**,296,62.55,145
8213122141,123,4.965069,**balancedbody4u**,296,62.55,145
8213122141,130,4.97985,sdough97,3,62.55,145
8213122141,138,4.980359,sdough97,3,62.55,145
8213122141,128,4.983634,**balancedbody4u**,296,62.55,145
8213122141,133,4.983738,**balancedbody4u**,296,62.55,145
8213122141,140,4.984086,**balancedbody4u**,296,62.55,145
8213122141,142.5,4.994664,hoedag91,0,62.55,145
8213122141,145,4.99912,**balancedbody4u**,296,62.55,145
8213123943,63,3.357234,sweethonesty6,1,62.55,122.5
8213123943,70,4.601574,kitkat0107,0,62.55,122.5
8213123943,80,4.602049,kitkat0107,0,62.55,122.5
8213123943,65,4.808588,mniffin01,0,62.55,122.5
8213123943,70,4.808912,mniffin01,0,62.55,122.5
8213123943,75.01,4.809201,mniffin01,0,62.55,122.5
8213123943,80.02,4.830463,mniffin01,0,62.55,122.5
8213123943,85,4.851493,gainesj2,11,62.55,122.5
8213123943,120,4.9139,huntsman6711,72,62.55,122.5
8213123943,102,4.926736,orion5890,53,62.55,122.5
8213123943,110,4.997627,hoedag91,0,62.55,122.5
8213123943,115,4.997766,hoedag91,0,62.55,122.5
8213123943,120,4.997882,hoedag91,0,62.55,122.5
8213123943,122.5,4.998009,hoedag91,0,62.55,122.5
8213188385,7.77,0.035706,jay-ellecreations7,29,0.01,106.5
8213188385,5,0.046377,frostiejohn,3,0.01,106.5
8213188385,10,0.046551,frostiejohn,3,0.01,106.5
8213188385,8.77,1.308461,hmmmhmmm,7,0.01,106.5
8213188385,9.77,1.319248,hmmmhmmm,7,0.01,106.5
8213188385,15,1.731586,delsolrocket,3,0.01,106.5
8213188385,20,2.052812,bates8880,24,0.01,106.5
8213188385,40,2.258935,bates8880,24,0.01,106.5
8213188385,16.5,2.376238,donnaj666,0,0.01,106.5
8213188385,18,2.545104,cefdeface,17,0.01,106.5
8213188385,25,2.565324,cefdeface,17,0.01,106.5
8213188385,27,2.565544,cefdeface,17,0.01,106.5
8213188385,29,2.56566,cefdeface,17,0.01,106.5
8213188385,31,2.565833,cefdeface,17,0.01,106.5
8213188385,35,2.566516,cefdeface,17,0.01,106.5
8213188385,37.5,3.263102,lecmgc,0,0.01,106.5
8213188385,40,3.271192,lecmgc,0,0.01,106.5
8213188385,41,3.27147,lecmgc,0,0.01,106.5
8213188385,50,3.309016,lecmgc,0,0.01,106.5
8213188385,42,3.313391,bates8880,24,0.01,106.5
8213188385,45,3.313542,bates8880,24,0.01,106.5
8213188385,51,3.313727,bates8880,24,0.01,106.5
8213188385,55,3.432465,dovewind4040,4,0.01,106.5
8213188385,53,3.470741,bates8880,24,0.01,106.5
8213188385,55,3.470961,bates8880,24,0.01,106.5
8213188385,56,3.471215,bates8880,24,0.01,106.5
8213188385,61,3.471563,bates8880,24,0.01,106.5
8213188385,60,4.192454,cefdeface,17,0.01,106.5
8213188385,62,4.308472,dwainessa123,33,0.01,106.5
8213188385,90,4.359931,jecker24,7,0.01,106.5
8213188385,85,4.38485,samm1029,75,0.01,106.5
8213188385,95,4.385104,samm1029,75,0.01,106.5
8213188385,92,4.555856,dotnetdude74,14,0.01,106.5
8213188385,100,4.556262,dotnetdude74,14,0.01,106.5
8213188385,97,4.931134,jecker24,7,0.01,106.5
8213188385,101,4.971285,jjcck,180,0.01,106.5
8213188385,104,4.988669,pjamkeat,1,0.01,106.5
8213188385,106.5,4.991586,jjcck,180,0.01,106.5
8213267098,100,4.952373,p1bond88,6,100,151
8213267098,151,4.996296,tybota,0,100,151
8213267098,110,4.99713,maggie50blue,8,100,151
8213267098,120,4.997616,maggie50blue,8,100,151
8213267098,125,4.998287,bensco,1494,100,151
8213267098,150,4.999711,maggie50blue,8,100,151
8213369721,40,3.177674,jamiejacome,1,39.99,85
8213369721,45,3.194016,martelc18,0,39.99,85
8213369721,55,3.194144,martelc18,0,39.99,85
8213369721,43,4.44272,donytivs,0,39.99,85
8213369721,45,4.560949,ludovin,0,39.99,85
8213369721,50,4.561204,ludovin,0,39.99,85
8213369721,55,4.561505,ludovin,0,39.99,85
8213369721,60,4.561678,ludovin,0,39.99,85
8213369721,65,4.670822,danielarchery15,2,39.99,85
8213369721,71.05,4.886088,park5765,1,39.99,85
8213369721,75,4.896319,matt4baystuff,40,39.99,85
8213369721,85,4.896933,matt4baystuff,40,39.99,85
8213369721,73.08,4.911852,park5765,1,39.99,85
8213369721,75.15,4.912373,park5765,1,39.99,85
8213369721,84.99,4.968727,nellbear33,28,39.99,85
8213495915,85,0.69941,4238eric,4,70,112.5
8213495915,75,4.929479,lyon6909,0,70,112.5
8213495915,79,4.929618,lyon6909,0,70,112.5
8213495915,85,4.929792,lyon6909,0,70,112.5
8213495915,87,4.929942,lyon6909,0,70,112.5
8213495915,87,4.972245,stewartc8012,0,70,112.5
8213495915,88,4.972847,stewartc8012,0,70,112.5
8213495915,89.5,4.973634,lyon6909,0,70,112.5
8213495915,90,4.98191,fzakhour,5,70,112.5
8213495915,92,4.984502,mmar1080,4,70,112.5
8213495915,92,4.985116,lyon6909,0,70,112.5
8213495915,100,4.98515,mmar1080,4,70,112.5
8213495915,95,4.985313,fzakhour,5,70,112.5
8213495915,97,4.985405,fzakhour,5,70,112.5
8213495915,99,4.985602,lyon6909,0,70,112.5
8213495915,105,4.986887,lyon6909,0,70,112.5
8213495915,110,4.987072,mmar1080,4,70,112.5
8213495915,110,4.987477,lyon6909,0,70,112.5
8213495915,112.5,4.98765,lyon6909,0,70,112.5
8214917158,25,2.239271,oxtell,1,25,107.5
8214917158,30,3.062222,leonardp8097,0,25,107.5
8214917158,30,3.140845,dawn2927,4,25,107.5
8214917158,40,3.140938,dawn2927,4,25,107.5
8214917158,35,4.141921,shellyw1116,0,25,107.5
8214917158,40,4.142396,shellyw1116,0,25,107.5
8214917158,42,4.152465,shellyw1116,0,25,107.5
8214917158,42,4.156157,dawn2927,4,25,107.5
8214917158,45,4.15625,dawn2927,4,25,107.5
8214917158,44.5,4.168021,shellyw1116,0,25,107.5
8214917158,49.5,4.168299,shellyw1116,0,25,107.5
8214917158,95,4.265208,saulfields,3,25,107.5
8214917158,76.39,4.398843,locell08,29,25,107.5
8214917158,101.26,4.39912,locell08,29,25,107.5
8214917158,97,4.969132,southpark300,9,25,107.5
8214917158,99,4.969271,southpark300,9,25,107.5
8214917158,102.5,4.995625,brit_coll,3,25,107.5
8214917158,105,4.997847,summerfox2004,2,25,107.5
8214917158,107.5,4.998137,brit_coll,3,25,107.5
8214999031,75,4.027477,keipnasty,11,59.99,152.5
8214999031,61,4.514861,one_step_back,0,59.99,152.5
8214999031,80,4.561991,jjmf2112,1,59.99,152.5
8214999031,80,4.693935,nancy8231,1,59.99,152.5
8214999031,82,4.69434,nancy8231,1,59.99,152.5
8214999031,95.32,4.700891,jfvb2,76,59.99,152.5
8214999031,105,4.852176,lvnvcars,20,59.99,152.5
8214999031,101.52,4.854097,jfvb2,76,59.99,152.5
8214999031,111.32,4.854375,jfvb2,76,59.99,152.5
8214999031,120,4.869178,iximommiof2ixi,-1,59.99,152.5
8214999031,135,4.888241,lvnvcars,20,59.99,152.5
8214999031,125,4.927396,vaughn48134,11,59.99,152.5
8214999031,130,4.927569,vaughn48134,11,59.99,152.5
8214999031,135,4.927731,vaughn48134,11,59.99,152.5
8214999031,145,4.927894,vaughn48134,11,59.99,152.5
8214999031,145,4.957743,lvnvcars,20,59.99,152.5
8214999031,150,4.957894,lvnvcars,20,59.99,152.5
8214999031,150,4.960856,vaughn48134,11,59.99,152.5
8214999031,152.5,4.961019,vaughn48134,11,59.99,152.5
8214999031,152.5,4.995984,vaughn48134,11,59.99,152.5
8214999031,152.5,4.997905,vaughn48134,11,59.99,152.5
8215000309,10,0.124016,scottbrowne4,0,0.99,127.5
8215000309,25,0.132407,scottbrowne4,0,0.99,127.5
8215000309,1.15,0.409167,biggurlnjerz,5,0.99,127.5
8215000309,5,0.409282,biggurlnjerz,5,0.99,127.5
8215000309,6,0.420463,biggurlnjerz,5,0.99,127.5
8215000309,10,0.42066,biggurlnjerz,5,0.99,127.5
8215000309,11,0.662836,monknbarb,9,0.99,127.5
8215000309,13.75,0.663264,monknbarb,9,0.99,127.5
8215000309,15,0.663542,monknbarb,9,0.99,127.5
8215000309,70,1.014572,trocc06,10,0.99,127.5
8215000309,28,1.412812,biggurlnjerz,5,0.99,127.5
8215000309,30,1.412951,biggurlnjerz,5,0.99,127.5
8215000309,32,1.587431,welchie98,33,0.99,127.5
8215000309,40,1.587558,welchie98,33,0.99,127.5
8215000309,42,2.623611,welchie98,33,0.99,127.5
8215000309,50,2.623808,welchie98,33,0.99,127.5
8215000309,102.99,2.810556,steigalan,100,0.99,127.5
8215000309,80,4.096181,lygerx1019,0,0.99,127.5
8215000309,82,4.539178,2005donjuan,3,0.99,127.5
8215000309,84,4.539363,2005donjuan,3,0.99,127.5
8215000309,86,4.539676,2005donjuan,3,0.99,127.5
8215000309,88,4.540891,2005donjuan,3,0.99,127.5
8215000309,90,4.602407,psi12345,5,0.99,127.5
8215000309,95,4.602512,psi12345,5,0.99,127.5
8215000309,100,4.602604,psi12345,5,0.99,127.5
8215000309,110.11,4.60272,psi12345,5,0.99,127.5
8215000309,127.5,4.60287,psi12345,5,0.99,127.5
8215000309,111.99,4.818669,steigalan,100,0.99,127.5
8215000309,116.99,4.818889,steigalan,100,0.99,127.5
8215000309,125,4.991863,kiflayghiorghis,4,0.99,127.5
8215001975,1.5,0.387037,biggurlnjerz,5,0.99,127.5
8215001975,26,0.479618,splinteredshadow0,3,0.99,127.5
8215001975,17.75,0.628044,jdenson2005,0,0.99,127.5
8215001975,24.75,0.631852,jdenson2005,0,0.99,127.5
8215001975,33.72,0.637627,jdenson2005,0,0.99,127.5
8215001975,33,1.584595,splinteredshadow0,3,0.99,127.5
8215001975,60,2.079444,pose_4_life,16,0.99,127.5
8215001975,90,3.184653,lesley582,0,0.99,127.5
8215001975,65,3.588519,tatacam,28,0.99,127.5
8215001975,70,3.588623,tatacam,28,0.99,127.5
8215001975,75,3.588773,tatacam,28,0.99,127.5
8215001975,100,3.716238,hulk_71,1,0.99,127.5
8215001975,92,3.74463,lesley582,0,0.99,127.5
8215001975,100,3.765498,lesley582,0,0.99,127.5
8215001975,127.5,4.065359,nguyenkc213,4,0.99,127.5
8215001975,105,4.11765,pose_4_life,16,0.99,127.5
8215001975,110,4.117894,pose_4_life,16,0.99,127.5
8215001975,120,4.681748,hulk_71,1,0.99,127.5
8215001975,125,4.999387,bloodfangv2,0,0.99,127.5
8215125069,50,0.637731,bahamaqueen23,322,15,85.07
8215125069,20,1.123183,oxtell,1,15,85.07
8215125069,23,2.77235,eakmen,32,15,85.07
8215125069,25,2.772512,eakmen,32,15,85.07
8215125069,34.5,3.073113,shellyw1116,0,15,85.07
8215125069,41.25,3.073507,shellyw1116,0,15,85.07
8215125069,52.75,3.073866,shellyw1116,0,15,85.07
8215125069,55,3.47044,lynda5578,6,15,85.07
8215125069,62.75,3.623125,shellyw1116,0,15,85.07
8215125069,66.51,4.025243,dhaaser1,32,15,85.07
8215125069,70,4.08463,tera2008,0,15,85.07
8215125069,80,4.159745,rjdorman,1,15,85.07
8215125069,72,4.914109,russellz0,0,15,85.07
8215125069,75,4.932581,shellyw1116,0,15,85.07
8215125069,80,4.932998,shellyw1116,0,15,85.07
8215125069,81.01,4.933391,shellyw1116,0,15,85.07
8215125069,82,4.938322,gorski630,0,15,85.07
8215125069,85.07,4.939201,gorski630,0,15,85.07
8215125069,84.07,4.986088,db3872,8,15,85.07
8215129004,50,0.843264,robbyblazes4020,3,0.99,122.5
8215129004,1.04,1.040405,dbgt333,0,0.99,122.5
8215129004,3,1.040799,dbgt333,0,0.99,122.5
8215129004,10,1.040995,dbgt333,0,0.99,122.5
8215129004,12,1.041192,dbgt333,0,0.99,122.5
8215129004,13,1.993634,mopsoccer,0,0.99,122.5
8215129004,14,1.994074,mopsoccer,0,0.99,122.5
8215129004,25,1.994502,mopsoccer,0,0.99,122.5
8215129004,30,1.996933,mopsoccer,0,0.99,122.5
8215129004,40,1.997188,mopsoccer,0,0.99,122.5
8215129004,45,3.947755,shellyw1116,0,0.99,122.5
8215129004,47,4.189826,o_dogg1305,0,0.99,122.5
8215129004,50,4.189965,o_dogg1305,0,0.99,122.5
8215129004,55,4.190243,o_dogg1305,0,0.99,122.5
8215129004,80,4.210324,mjk_035,4,0.99,122.5
8215129004,100,4.578889,mjk_035,4,0.99,122.5
8215129004,120,4.994398,zaczac32,0,0.99,122.5
8215129004,122.5,4.999583,bigjas4u,3,0.99,122.5
8215145547,110.05,1.000301,damon8452,1,99.99,128.5
8215145547,120,4.181794,dr_evo_viii,4,99.99,128.5
8215145547,115.5,4.999167,ngordontt,17,99.99,128.5
8215145547,120.5,4.99934,splintercelldgd,28,99.99,128.5
8215145547,128.5,4.999456,splintercelldgd,28,99.99,128.5
8215145547,128.5,4.999757,splintercelldgd,28,99.99,128.5
8215145547,126,4.999838,alonecd,1,99.99,128.5
8215188105,100.99,2.751343,snowyowlsteve,8,99.99,132.5
8215188105,105.99,3.786701,snowyowlsteve,8,99.99,132.5
8215188105,110.99,3.786829,snowyowlsteve,8,99.99,132.5
8215188105,115.99,3.78691,snowyowlsteve,8,99.99,132.5
8215188105,120.99,3.787002,snowyowlsteve,8,99.99,132.5
8215188105,125.99,3.787083,snowyowlsteve,8,99.99,132.5
8215188105,130.99,3.787176,snowyowlsteve,8,99.99,132.5
8215188105,132.5,3.787928,snowyowlsteve,8,99.99,132.5
8215188105,132.5,3.788009,snowyowlsteve,8,99.99,132.5
8215188105,110,4.932778,finaelf,132,99.99,132.5
8215188105,119,4.967419,fortuneboxinc,113,99.99,132.5
8215188105,125,4.967523,fortuneboxinc,113,99.99,132.5
8215188105,130,4.967755,fortuneboxinc,113,99.99,132.5
